"Pour plus d'informations sur le contenu de ce fichier et notamment pour interpréter les codes remarques associés aux analyses, veuillez vous reporter au fichier de métadonnées.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Code BSS";"Nom Station";"Code paramètre";"Paramètre";"Unité";"AN";"ECART_TYPE";"NB";"MEDIANE";"PERCENTILE_10";"PERCENTILE_90";"MINI";"MAXI";"MOYENNE";"Code remarque";"NBNONQUANT";"CODE_FRACTANALY"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1112";"Benfluraline";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1112";"Benfluraline";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1112";"Benfluraline";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1112";"Benfluraline";"µg/L";"2015";"0";"2";",02";",02";",02";",02";",02";",02";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1112";"Benfluraline";"µg/L";"2016";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1112";"Benfluraline";"µg/L";"2017";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1112";"Benfluraline";"µg/L";"2018";"0";"2";",03";",03";",03";",03";",03";",03";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1112";"Benfluraline";"µg/L";"2019";"0";"4";",03";",03";",03";",03";",03";",03";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1113";"Bentazone";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1113";"Bentazone";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1113";"Bentazone";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1113";"Bentazone";"µg/L";"2015";"0";"2";",02";",02";",02";",02";",02";",02";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1113";"Bentazone";"µg/L";"2016";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1113";"Bentazone";"µg/L";"2018";"0";"2";",002";",002";",002";",002";",002";",002";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1113";"Bentazone";"µg/L";"2019";"0";"4";",002";",002";",002";",002";",002";",002";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1114";"Benzène";"µg/L";"2012";"0";"2";",2";",2";",2";",2";",2";",2";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1114";"Benzène";"µg/L";"2017";"0";"3";",2";",2";",2";",2";",2";",2";"10";"3";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1114";"Benzène";"µg/L";"2018";"0";"2";",2";",2";",2";",2";",2";",2";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1115";"Benzo(a)pyrène";"µg/L";"2012";"0";"2";",003";",003";",003";",003";",003";",003";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1115";"Benzo(a)pyrène";"µg/L";"2018";"0";"2";",001";",001";",001";",001";",001";",001";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1115";"Benzo(a)pyrène";"µg/L";"2019";"0";"4";",001";",001";",001";",001";",001";",001";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1116";"Benzo(b)fluoranthène";"µg/L";"2012";"0";"2";",01";",01";",01";",01";",01";",01";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1116";"Benzo(b)fluoranthène";"µg/L";"2018";"0";"2";",001";",001";",001";",001";",001";",001";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1116";"Benzo(b)fluoranthène";"µg/L";"2019";"0";"4";",001";",001";",001";",001";",001";",001";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1117";"Benzo(k)fluoranthène";"µg/L";"2012";"0";"2";",01";",01";",01";",01";",01";",01";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1117";"Benzo(k)fluoranthène";"µg/L";"2018";"0";"2";",001";",001";",001";",001";",001";",001";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1117";"Benzo(k)fluoranthène";"µg/L";"2019";"0";"4";",001";",001";",001";",001";",001";",001";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1118";"Benzo(g,h,i)pérylène";"µg/L";"2012";"0";"2";",0006";",0006";",0006";",0006";",0006";",0006";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1118";"Benzo(g,h,i)pérylène";"µg/L";"2018";"0";"2";",0006";",0006";",0006";",0006";",0006";",0006";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1118";"Benzo(g,h,i)pérylène";"µg/L";"2019";"0";"4";",0006";",0006";",0006";",0006";",0006";",0006";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1119";"Bifénox";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1119";"Bifénox";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1119";"Bifénox";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1119";"Bifénox";"µg/L";"2016";"0";"4";",01";",01";",01";",01";",01";",01";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1119";"Bifénox";"µg/L";"2017";"0";"2";",01";",01";",01";",01";",01";",01";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1119";"Bifénox";"µg/L";"2018";"0";"2";",0036";",0036";",0036";",0036";",0036";",0036";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1119";"Bifénox";"µg/L";"2019";"0";"4";",0036";",0036";",0036";",0036";",0036";",0036";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1120";"Bifenthrine";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1120";"Bifenthrine";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1120";"Bifenthrine";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1120";"Bifenthrine";"µg/L";"2015";"0";"2";",02";",02";",02";",02";",02";",02";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1120";"Bifenthrine";"µg/L";"2016";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1120";"Bifenthrine";"µg/L";"2017";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1120";"Bifenthrine";"µg/L";"2018";"0";"2";",01";",01";",01";",01";",01";",01";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1120";"Bifenthrine";"µg/L";"2019";"0";"4";",01";",01";",01";",01";",01";",01";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1122";"Bromoforme";"µg/L";"2017";"0";"3";",2";",2";",2";",2";",2";",2";"10";"3";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1122";"Bromoforme";"µg/L";"2018";"0";"2";",5";",5";",5";",5";",5";",5";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1123";"Bromophos éthyl";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1123";"Bromophos éthyl";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1123";"Bromophos éthyl";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1124";"Bromophos Méthyl";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1124";"Bromophos Méthyl";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1124";"Bromophos Méthyl";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1125";"Bromoxynil";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1125";"Bromoxynil";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1125";"Bromoxynil";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1125";"Bromoxynil";"µg/L";"2015";"0";"2";",02";",02";",02";",02";",02";",02";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1125";"Bromoxynil";"µg/L";"2016";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1125";"Bromoxynil";"µg/L";"2018";"0";"2";",002";",002";",002";",002";",002";",002";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1125";"Bromoxynil";"µg/L";"2019";"0";"4";",002";",002";",002";",002";",002";",002";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1126";"Butraline";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1126";"Butraline";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1126";"Butraline";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1126";"Butraline";"µg/L";"2015";"0";"1";",02";",02";",02";",02";",02";",02";"10";"1";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1126";"Butraline";"µg/L";"2016";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1126";"Butraline";"µg/L";"2017";"0";"2";",02";",02";",02";",02";",02";",02";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1126";"Butraline";"µg/L";"2018";"0";"2";",01";",01";",01";",01";",01";",01";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1126";"Butraline";"µg/L";"2019";"0";"4";",01";",01";",01";",01";",01";",01";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1127";"Captafol";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1127";"Captafol";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1127";"Captafol";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1128";"Captane";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1128";"Captane";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1128";"Captane";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1128";"Captane";"µg/L";"2016";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1128";"Captane";"µg/L";"2017";"0";"2";",02";",02";",02";",02";",02";",02";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1128";"Captane";"µg/L";"2018";"0";"2";",05";",05";",05";",05";",05";",05";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1128";"Captane";"µg/L";"2019";"0";"4";",05";",05";",05";",05";",05";",05";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1129";"Carbendazime";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1129";"Carbendazime";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1129";"Carbendazime";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1129";"Carbendazime";"µg/L";"2015";"0";"1";",02";",02";",02";",02";",02";",02";"10";"1";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1129";"Carbendazime";"µg/L";"2016";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1129";"Carbendazime";"µg/L";"2017";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1129";"Carbendazime";"µg/L";"2018";"0";"2";",002";",002";",002";",002";",002";",002";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1129";"Carbendazime";"µg/L";"2019";"0";"4";",002";",002";",002";",002";",002";",002";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1130";"Carbofuran";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1130";"Carbofuran";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1130";"Carbofuran";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1130";"Carbofuran";"µg/L";"2015";"0";"3";",006";",006";",006";",006";",006";",006";"10";"3";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1130";"Carbofuran";"µg/L";"2016";"0";"4";",006";",006";",006";",006";",006";",006";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1130";"Carbofuran";"µg/L";"2017";"0";"4";",006";",006";",006";",006";",006";",006";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1130";"Carbofuran";"µg/L";"2018";"0";"2";",002";",002";",002";",002";",002";",002";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1130";"Carbofuran";"µg/L";"2019";"0";"4";",002";",002";",002";",002";",002";",002";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1132";"Chlordane";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1132";"Chlordane";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1132";"Chlordane";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1132";"Chlordane";"µg/L";"2015";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1132";"Chlordane";"µg/L";"2016";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1133";"Chloridazone";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1133";"Chloridazone";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1133";"Chloridazone";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1133";"Chloridazone";"µg/L";"2015";"0";"1";",02";",02";",02";",02";",02";",02";"10";"1";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1133";"Chloridazone";"µg/L";"2016";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1133";"Chloridazone";"µg/L";"2017";"0";"2";",02";",02";",02";",02";",02";",02";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1133";"Chloridazone";"µg/L";"2018";"0";"2";",002";",002";",002";",002";",002";",002";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1133";"Chloridazone";"µg/L";"2019";"0";"4";",002";",002";",002";",002";",002";",002";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1134";"Chlorméphos";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1134";"Chlorméphos";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1134";"Chlorméphos";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1134";"Chlorméphos";"µg/L";"2016";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1134";"Chlorméphos";"µg/L";"2017";"0";"2";",02";",02";",02";",02";",02";",02";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1134";"Chlorméphos";"µg/L";"2018";"0";"2";",02";",02";",02";",02";",02";",02";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1134";"Chlorméphos";"µg/L";"2019";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1135";"Chloroforme";"µg/L";"2012";"0";"2";",2";",2";",2";",2";",2";",2";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1135";"Chloroforme";"µg/L";"2017";"0";"3";",5";",5";",5";",5";",5";",5";"10";"3";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1135";"Chloroforme";"µg/L";"2018";"0";"2";",5";",5";",5";",5";",5";",5";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1136";"Chlortoluron";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1136";"Chlortoluron";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1136";"Chlortoluron";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1136";"Chlortoluron";"µg/L";"2015";"0";"1";",02";",02";",02";",02";",02";",02";"10";"1";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1136";"Chlortoluron";"µg/L";"2016";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1136";"Chlortoluron";"µg/L";"2017";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1136";"Chlortoluron";"µg/L";"2018";"0";"2";",002";",002";",002";",002";",002";",002";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1136";"Chlortoluron";"µg/L";"2019";",0135";"4";",002";",002";",029";",002";",029";",008";"1";"3";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1137";"Cyanazine";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1137";"Cyanazine";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1137";"Cyanazine";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1137";"Cyanazine";"µg/L";"2015";"0";"2";",02";",02";",02";",02";",02";",02";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1137";"Cyanazine";"µg/L";"2016";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1137";"Cyanazine";"µg/L";"2017";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1137";"Cyanazine";"µg/L";"2018";"0";"2";",002";",002";",002";",002";",002";",002";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1137";"Cyanazine";"µg/L";"2019";"0";"4";",002";",002";",002";",002";",002";",002";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1139";"Cymoxanil";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1139";"Cymoxanil";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1139";"Cymoxanil";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1139";"Cymoxanil";"µg/L";"2015";"0";"3";",006";",006";",006";",006";",006";",006";"10";"3";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1139";"Cymoxanil";"µg/L";"2016";"0";"4";",006";",006";",006";",006";",006";",006";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1139";"Cymoxanil";"µg/L";"2017";"0";"4";",006";",006";",006";",006";",006";",006";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1139";"Cymoxanil";"µg/L";"2018";"0";"2";",005";",005";",005";",005";",005";",005";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1139";"Cymoxanil";"µg/L";"2019";"0";"4";",005";",005";",005";",005";",005";",005";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1140";"Cyperméthrine";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1140";"Cyperméthrine";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1140";"Cyperméthrine";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1140";"Cyperméthrine";"µg/L";"2018";"0";"2";",02";",02";",02";",02";",02";",02";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1140";"Cyperméthrine";"µg/L";"2019";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1141";"2,4-D";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1141";"2,4-D";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1141";"2,4-D";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1141";"2,4-D";"µg/L";"2015";"0";"2";",02";",02";",02";",02";",02";",02";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1141";"2,4-D";"µg/L";"2016";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1141";"2,4-D";"µg/L";"2018";"0";"2";",002";",002";",002";",002";",002";",002";"10";"2";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1141";"2,4-D";"µg/L";"2019";"0";"4";",002";",002";",002";",002";",002";",002";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1142";"2,4-DB";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0113";"Buttes-témoin de Calc. Dogg. à LOISY";"1142";"2,4-DB";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
